site_id,site_name,site_address,site_city,site_county,site_state,site_zip,site_latitude,site_longitude,site_setting,is_indirect,is_direct,is_pse
14388,Webster School District,26428 Lakeland Avenue South,Webster,Burnett,WI,54893,45.875173,-92.364378,"Schools (K-12, elementary, middle, and high)",1,1,0
43820,Siren Elementary School,24022 4th Avenue North,Siren,Burnett,WI,54872,45.78527,-92.377053,"Schools (K-12, elementary, middle, and high)",1,1,0
18737,Hospitality Center at St Luke's Episcopal Church,614 Main St.,Racine,Racine,WI,53403,42.7261628,-87.7830275,Faith-based centers/places of worship,1,0,0
17612,Love Inc. Pantry,466 S. Pine,Burlington,Racine,WI,53105,42.6697355,-88.2683257,"Food assistance sites, food banks, and food pantries",1,1,0
71510,UW-Extension Kenosha,19600 75th St Suite 2,Kenosha,Kenosha,WI,53104,42.5687,-88.043262,WIC clinics,1,0,0
18916,Longfellow Elementary,1021 S 21st St,Milwaukee,Milwaukee,WI,53204,43.019659,-87.94008,"Schools (K-12, elementary, middle, and high)",1,0,0
71569,Amery Community Center,608 Harriman Ave,Amery,Polk,WI,54001,45.303773,-92.367379,,1,0,0
18527,"Stanley WIC, Our Saviors Church",147 E 4th Ave,Stanley,Chippewa,WI,54768,44.9626564,-90.9355024,WIC clinics,1,1,0
14432,Bloomer Food Pantry,808 Jackson,Bloomer,Chippewa,WI,54724,45.1083339,-91.4850631,"Food assistance sites, food banks, and food pantries",1,1,0
18723,Lois and Tom Dolan Community Center,4355 W Bradley Road,Brown Deer,Milwaukee,WI,53223,43.162703,-87.966426,Community organizations,1,1,0
27794,Brewery Point Senior Center,1244 N 9th St,Milwaukee,Milwaukee,WI,53205,43.046583,-87.922404,Congregate meal sites & other senior nutrition centers,1,1,0
18417,Howe Elementary School (Rapids),221 8th Street North,Wisconsin Rapids,Wood,WI,54494,44.390625,-89.817402,"Schools (K-12, elementary, middle, and high)",1,1,0
18446,Grove Elementary,471 Grove Avenue,Wisconsin Rapids,Wood,WI,54494,44.370358,-89.823175,"Schools (K-12, elementary, middle, and high)",1,1,0
14433,Boys and Girls Club-Chippewa Falls,21 E. Grand Avenue,Chippewa Falls,Chippewa,WI,54729,44.93721363,-91.39275418,"Youth Organizations (e.g. Boys or Girls Clubs, YMCA)",1,1,0
36802,Blair Taylor School District,N31024 Elland Road,Blair,Trempealeau,WI,54616,44.2850682,-91.2097918,"Schools (K-12, elementary, middle, and high)",1,1,0
15048,Waukesha Public Schools - WHITTIER,1103 S East Avenue,Waukesha,Waukesha,WI,53186,42.99237,-88.226152,"Schools (K-12, elementary, middle, and high)",1,1,0
14556,Forest-Laona Public School,5216 Forest Avenue,Laona,Forest,WI,54541,45.5614467,-88.6683813,"Schools (K-12, elementary, middle, and high)",1,1,0
17806,WI Dells Food Pantry,1000 Highway 13,Wisconsin Dells,Columbia,WI,53965,43.6308569,-89.7595453,"Food assistance sites, food banks, and food pantries",1,0,0
14816,Gillett School District,208 West Main St,Gillett,Oconto,WI,54124,44.887705,-88.314027,"Schools (K-12, elementary, middle, and high)",1,1,0
14811,Merryman Elementary School,611 Elizabeth Ave,Marinette,Marinette,WI,54143,45.088658,-87.61188407,"Schools (K-12, elementary, middle, and high)",1,1,0
14805,Marinette Crivitz Food Pantry,305 Hall Ave,Crivitz,Marinette,WI,54114,45.2298911,-87.9992502,"Food assistance sites, food banks, and food pantries",1,1,0
17901,Marinette County WIC Crivitz,808 Henriette Ave,Crivitz,Marinette,WI,54114,45.2330666,-88.0093658,WIC clinics,1,1,0
27650,Kingdom Come Food Pantry,520 Locust Ave,Oconto Falls,Oconto,WI,54154,44.8858507,-88.1395031,"Food assistance sites, food banks, and food pantries",1,1,0
14728,Central Intermediate School,418 N Pelham,Rhinelander,Oneida,WI,54501,45.642632,-89.409734,"Schools (K-12, elementary, middle, and high)",1,1,0
15047,Waukesha Public Schools - HEYER,1209 Heyer Drive,Waukesha,Waukesha,WI,53186,42.989838,-88.210907,"Schools (K-12, elementary, middle, and high)",1,1,0
14732,Northwoods Community Elementary School,9086 County Hwy K,Harshaw,Oneida,WI,54529,45.64508704,-89.67144853,"Schools (K-12, elementary, middle, and high)",1,1,0
14735,Pelican Elementary School,3350 V. Hickey Road,Rhinelander,Oneida,WI,54501,45.624268,-89.368958,"Schools (K-12, elementary, middle, and high)",1,1,0
14814,Wausaukee School District,N11941 Hwy 141,Wausaukee,Marinette,WI,54177,45.144795,-88.007914,"Schools (K-12, elementary, middle, and high)",1,1,0
14804,Beecher-Pembine-Dunbar School,N18774 Sauld St,Pembine,Marinette,WI,54156,45.63524,-87.99095,"Schools (K-12, elementary, middle, and high)",1,1,0
14812,Park Elementary School,1225 Hockridge St,Marinette,Marinette,WI,54153,45.094213,-87.650075,"Schools (K-12, elementary, middle, and high)",1,1,0
14808,Garfield Elementary School,1615 Carney Blvd,Marinette,Marinette,WI,54143,45.09198105,-87.62881905,"Schools (K-12, elementary, middle, and high)",1,1,0
14825,Suring Elementary School,411 East Algoma St,Suring,Oconto,WI,54174,44.99954518,-88.37553584,"Schools (K-12, elementary, middle, and high)",1,1,0
15318,East Madison Community Center,8 Straubel Court,Madison,Dane,WI,53704,43.118879,-89.328855,Before and after-school programs,1,1,0
17894,Sullivan Elementary School,1567 Deckner Avenue,Green Bay,Brown,WI,54302,44.5033199,-87.9895007,"Schools (K-12, elementary, middle, and high)",1,1,0
14819,New View Industries,222 West Park St.,Gillett,Oconto,WI,54124,44.89184929,-88.31401457,"Other places people go to ""work""",1,1,0
14823,Oconto Unified School District,810 Scherer Ave,Oconto,Oconto,WI,54153,44.87789594,-87.87000514,"Schools (K-12, elementary, middle, and high)",1,1,1
15526,Independence Elementary,23786 Indee Boulevard,Independence,Trempealeau,WI,54747,44.3692984,-91.4227637,"Schools (K-12, elementary, middle, and high)",1,1,0
14706,"Love, Inc.",480 S. Pine Street,Burlington,Racine,WI,53105,42.6698035,-88.2680134,"Food assistance sites, food banks, and food pantries",1,0,0
14580,Chegwin Elementary School,109 E. Merrill Ave.,Fond du Lac,Fond du Lac,WI,54935,43.7813269,-88.44267905,"Schools (K-12, elementary, middle, and high)",1,1,0
18990,Hawthorne Elementary School,3344 Concord Ave,Madison,Dane,WI,53714,43.111704,-89.328521,"Schools (K-12, elementary, middle, and high)",1,1,0
72539,Trempealeau County Food Pantry,W20410 State Road 121,Whitehall,Trempealeau,WI,54773,44.443778,-91.285758,,1,1,1
30161,Jefferson County WIC,1541 Annex Road,Jefferson,Jefferson,WI,53549,42.988962,-88.827144,WIC clinics,1,0,0
14940,Lake Delton Elementary School,20 W. Delavan Street,Lake Delton,Sauk,WI,53940,43.58800927,-89.79440208,"Schools (K-12, elementary, middle, and high)",1,1,0
14945,West Kindergarten Center,707 Center Street,Baraboo,Sauk,WI,53913,43.47222,-89.749399,"Schools (K-12, elementary, middle, and high)",1,1,0
16532,Cooper Elementary,1807 Missouri Ave,Superior,Douglas,WI,54880,46.716702,-92.12310483,"Schools (K-12, elementary, middle, and high)",1,1,0
16533,Lake Superior Elementary,6200 E.3rd St,Superior,Douglas,WI,54880,46.66304005,-92.00365066,"Schools (K-12, elementary, middle, and high)",1,1,0
15146,Pepin County Health Services,"740-7th Ave W
POB 39",Durand,Pepin,WI,54736,44.621961,-91.967449,Health care clinics and hospitals,1,1,0
18215,Mondovi Central Lutheran Church,221 W Main  St,Mondovi,Buffalo,WI,54755,44.567591,-91.672717,Faith-based centers/places of worship,1,1,0
69693,Pepin County Food Pantry,306 W Main St,Durand,Pepin,WI,54736,44.627945,-91.968641,"Food assistance sites, food banks, and food pantries",1,1,0
37480,Pepin Lions Club,1301 Walnut Ct,Pepin,Pepin,WI,54759,44.4439514,-92.1589548,Congregate meal sites & other senior nutrition centers,1,1,0
60763,Albert Kagel Elementary School,1210 W Mineral St,Milwaukee,Milwaukee,WI,53204,43.021679,-87.928512,"Schools (K-12, elementary, middle, and high)",1,1,0
72728,Iron County Recycling Center,606 3rd Ave North,Hurley,Iron,WI,54534,46.455173,-90.183586,"Food assistance sites, food banks, and food pantries",1,0,0
18587,Lapham Park Senior Center,1901 N 6th St,Milwaukee,Milwaukee,WI,53212,43.055209,-87.919023,Congregate meal sites & other senior nutrition centers,1,1,0
14659,Hurley K-12 School,5503 Range View Road,Hurley,Iron,WI,54534,46.45773,-90.211789,"Schools (K-12, elementary, middle, and high)",1,1,0
14661,Mercer K-12 school,2690 W. Margaret Street,Mercer,Iron,WI,54547,46.169655,-90.063776,"Schools (K-12, elementary, middle, and high)",1,1,0
14658,Family Forum Head Start,205 5th Ave S,Hurley,Iron,WI,54534,46.451452,-90.186005,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
27315,Franklin Meadows Senior Site,7704 S 51st St,Franklin,Milwaukee,WI,53132,42.90535,-87.978677,Congregate meal sites & other senior nutrition centers,1,1,0
15513,Arcadia Food Pantry,464 S St. Joseph Avenue,Arcadia,Trempealeau,WI,54612,44.251711,-91.387699,"Food assistance sites, food banks, and food pantries",1,0,0
39204,Waukesha County Aging and Disability Resource Center,514 Riverview Avenue,Waukesha,Waukesha,WI,53186,43.021436,-88.231566,Congregate meal sites & other senior nutrition centers,1,0,0
17837,Almena Elementary School,230 Lulu Avenue,Almena,Barron,WI,54805,45.4165386,-92.0336659,"Schools (K-12, elementary, middle, and high)",1,1,0
17810,Cumberland Elementary School,1530 2nd Ave.,Cumberland,Barron,WI,54829,45.5384344,-92.0208927,"Schools (K-12, elementary, middle, and high)",1,1,0
38542,College Court Senior Center,3334 W. Highland Blvd,Milwaukee,Milwaukee,WI,53208,43.045008,-87.956479,Congregate meal sites & other senior nutrition centers,1,1,0
15105,Drummond Area School District,52440 Eastern Avenue,Drummond,Bayfield,WI,54832,46.335952,-91.255568,"Schools (K-12, elementary, middle, and high)",1,0,0
15100,Ashland School District,2000 Beaser Avenue,Ashland,Ashland,WI,54806,46.56907278,-90.88573279,"Schools (K-12, elementary, middle, and high)",1,0,0
18537,Marengo Valley School,62408 State Highway 112,Ashland,Ashland,WI,54806,46.443064,-90.873954,"Schools (K-12, elementary, middle, and high)",1,1,0
71704,MPS Garland,3120 W Green Ave,Milwaukee,Milwaukee,WI,53221,42.939987,-87.952994,"Schools (K-12, elementary, middle, and high)",1,1,0
15091,Butternut Schools,312 West Wisconsin,Butternut,Ashland,WI,54514,46.01766555,-90.49549674,"Schools (K-12, elementary, middle, and high)",1,1,0
72908,Hurley Head Start,205 5TH AVE S,Hurley,Iron,WI,54534,46.448087,-90.185971,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,0,0
18208,Bad River Head Start,53751 Elm Street,Odanah,Ashland,WI,54861,46.5964899,-90.6573923,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,0,0
18742,MPS Lowell Elementary,4360 S 20th St,Milwaukee,Milwaukee,WI,53221,42.964704,-87.937637,"Schools (K-12, elementary, middle, and high)",1,1,0
38650,St. Augustine,"2607 South 5th St. Milwaukee, WI 53207",Milwaukee,Milwaukee,WI,53207,42.996528,-87.917096,"Schools (K-12, elementary, middle, and high)",1,1,0
30114,Glidden Elementary,64 S Grant Street,Glidden,Ashland,WI,54527,46.134331,-90.577039,"Schools (K-12, elementary, middle, and high)",1,1,0
72977,Ashland Family Forum Head Start,301 13TH AVE E,Ashland,Ashland,WI,54806,46.59659,-90.867292,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,0,0
14705,Homeless Assistance Leadership Organization,2000 DeKoven Avenue,Racine,Racine,WI,53403,42.707729,-87.806303,Emergency shelters and temporary housing sites,1,1,0
36207,Gateway Racine,1001 Main St.,Racine,Racine,WI,53404,42.7211796,-87.7808775,Schools (colleges and universities),1,1,0
37423,Head Start SWCAP - Platteville,"OE Gray School, 110 West Adams Street",Platteville,Grant,WI,53818,42.7381619,-90.4781195,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
14603,Cassville Elementary School,715 East Amelia Avenue,Cassville,Grant,WI,53806,42.71134,-90.985296,"Schools (K-12, elementary, middle, and high)",1,1,0
18486,MPS Greenfield Bilingual School,1711 S 35th Street,Milwaukee,Milwaukee,WI,53215,43.011764,-87.958198,"Schools (K-12, elementary, middle, and high)",1,1,0
69707,Juda Elementary School,N2385 Spring Street,Juda,Green,WI,53550,42.564434,-89.507906,"Schools (K-12, elementary, middle, and high)",1,1,0
69708,Iowa County Family Resource Center,115 W. Merrimac St.,Dodgeville,Iowa,WI,53533,42.960801,-90.131955,Before and after-school programs,1,1,0
73013,Monroe Head Start,"Abraham Lincoln Elementary School, 2625 14th Ave, Monroe, WI 53566",Monroe,Green,WI,53566,42.612966,-89.656994,,1,1,0
17243,Brule Head Start,5613 Hill Drive,Brule,Douglas,WI,54820,46.55949125,-91.5694065,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,0,0
73098,Superior WIC,1805 N.14th,Superior,Douglas,WI,54880,46.722122,-92.103966,WIC clinics,1,0,0
17662,superior middle school,3626 Hammond Ave,Superior,Douglas,WI,54880,46.6952988,-92.0984926,"Schools (K-12, elementary, middle, and high)",1,1,0
73099,Family Forum Head Start Center #1,1500 N.34th St,Superior,Douglas,WI,54880,46.698783,-92.100287,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
14517,Locust Lane Elementary,3245 Locust Lane,Eau Claire,Eau Claire,WI,54703,44.85344,-91.462736,"Schools (K-12, elementary, middle, and high)",1,1,0
14507,Augusta Area School District,E19320 Bartig Road,Augusta,Eau Claire,WI,54722,44.726811,-91.212598,"Schools (K-12, elementary, middle, and high)",1,1,0
14516,Lakeshore Elementary,711 Lake Street,Eau Claire,Eau Claire,WI,54701,44.807187,-91.514463,"Schools (K-12, elementary, middle, and high)",1,1,0
14373,Senior Connections,1527 Tower Ave.,Superior,Douglas,WI,54880,46.72026294,-92.10402939,Congregate meal sites & other senior nutrition centers,1,1,0
14718,Racine Unified School District,2220 Northwestern Avenue,Racine,Racine,WI,53404,42.73876929,-87.80891964,"Schools (K-12, elementary, middle, and high)",1,0,1
15055,Workforce Development Center,892 Main Street,Pewaukee,Waukesha,WI,53072,43.069577,-88.254531,"Adult education, job training, temporary assistance for needy families (TANF), and veteran services sites",1,0,0
61140,Riverview Elementary School,"525 S Water St,",Wautoma,Waushara,WI,54982,44.07019,-89.291505,"Schools (K-12, elementary, middle, and high)",1,1,0
61143,Parkside School,300 16th Ave.,Wautoma,Waushara,WI,54982,44.073837,-89.31037,"Schools (K-12, elementary, middle, and high)",1,1,0
17887,CAP Services Head Start Wautoma,205 E. Main Street,Wautoma,Waushara,WI,54982,44.073851,-89.283893,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
14546,Florence St Vincent DePaul,400 Central Ave,Florence,Florence,WI,54121,45.922254,-88.249156,Faith-based centers/places of worship,1,1,0
18515,"Cornell WIC, Our Saviors Church",201 S 6th St,Cornell,Chippewa,WI,54732,45.1660941,-91.1441962,Mobile education sites,1,1,0
18280,Red Creek Elementary School,410 County Rd A,Black River Falls,Jackson,WI,54615,44.307144,-90.8518374,Before and after-school programs,1,1,0
75642,Family Resource Center Adams,208 N Main Street,Adams,Adams,WI,53910,43.95466,-89.817393,Family resource centers,1,1,0
73230,Adams Friendship Middle School,420 N Main Street,Adams,Adams,WI,53910,43.963544,-89.817519,"Schools (K-12, elementary, middle, and high)",1,1,0
15002,West Bend School District - Head Start,737 3rd Ave.,West Bend,Washington,WI,53095,43.414084,-88.179489,"Schools (K-12, elementary, middle, and high)",1,1,0
43639,Kettle Moraine YMCA,1111 W Washington St,West Bend,Washington,WI,53095,43.424863,-88.191015,"Cafeterias (not school, childcare, congregate meal site, worksite or restaurant)",1,0,0
73703,Sycamore Tree Christian Child Care Center,310 N. Wilson Ave.,Hartford,Washington,WI,53027,43.320992,-88.362997,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,0,0
27229,Scenic View Apts.,205 Slinger Road,Slinger,Washington,WI,53086,43.330482,-88.280866,Individual homes or public housing sites,1,0,0
77509,Germantown Senior Center,W162N11960 Park Ave.,Germantown,Washington,WI,53022,43.234761,-88.110182,Congregate meal sites & other senior nutrition centers,1,0,0
18235,Meadow Creek Apartments,1119 Roseland Dr.,Kewaskum,Washington,WI,53040,43.51776,-88.228727,Congregate meal sites & other senior nutrition centers,1,0,0
77510,Jackson Community Center,N165W20330 Hickory Lane,Jackson,Washington,WI,53037,43.319827,-88.161043,Congregate meal sites & other senior nutrition centers,1,0,0
27230,Meadowbrook Apts.,475 Meadowbrook Dr.,West Bend,Washington,WI,53090,43.429133,-88.197326,Individual homes or public housing sites,1,0,0
77512,"Senior Citizens Activities, Inc.","2378 W. Washington Street, Suite A",West Bend,Washington,WI,53090,43.429284,-88.213156,Congregate meal sites & other senior nutrition centers,1,0,0
18236,Harthaven Apartments,33 High St.,Hartford,Washington,WI,53027,43.315271,-88.34515,Congregate meal sites & other senior nutrition centers,1,0,0
71711,MPS MLK School,3275 N 3rd St,Milwaukee,Milwaukee,WI,53212,43.078191,-87.914204,"Schools (K-12, elementary, middle, and high)",1,0,0
73820,Andrew Douglas Elementary (MPS),"1618 W Keefe Ave, Milwaukee",Milwaukee,Milwaukee,WI,53206,43.082659,-87.931578,"Schools (K-12, elementary, middle, and high)",1,0,0
17892,MPS Grantosa Drive School,4850 N 82nd Street,Milwaukee,Milwaukee,WI,53218,43.106086,-88.012237,"Schools (K-12, elementary, middle, and high)",1,0,0
15045,Waukesha Public Schools - HADFIELD,733 Linden Street,Waukesha,Waukesha,WI,53186,43.009486,-88.217199,"Schools (K-12, elementary, middle, and high)",1,1,0
73119,Balsam Lake WIC,100 Polk  County Plaza,Balsam Lake,Polk,WI,54810,45.454276,-92.467583,WIC clinics,1,1,0
14973,Open Arms Free Clinic,205 E. Commerce Ct.,Elkhorn,Walworth,WI,53147,42.65201,-88.540959,Health care clinics and hospitals,1,0,0
17896,Walworth County Food Pantry,205 E. Commerce Court,Elkhorn,Walworth,WI,53121,42.6520222,-88.5408291,"Food assistance sites, food banks, and food pantries",1,0,0
14981,Harold Johnson Delavan Food Pantry,714 E. Walworth st.,Delavan,Walworth,WI,53115,42.632965,-88.639103,"Food assistance sites, food banks, and food pantries",1,0,0
48183,Jefferson Elementary School,905 Harrison St.,Green Bay,Brown,WI,54303,44.528127,-88.020611,"Schools (K-12, elementary, middle, and high)",1,1,0
70223,Legacy Center,26 W Grand,Chippewa Falls,Chippewa,WI,54729,44.936958,-91.393531,"Food assistance sites, food banks, and food pantries",1,1,0
59920,Baraboo Head Start,1516 Lake St.,Baraboo,Sauk,WI,53913,43.460841,-89.736341,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
59918,Sauk Prairie Head Start,1906 North Street,Prairie du Sac,Sauk,WI,53578,43.295086,-89.743855,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
58666,Reedsburg Area Learning Center,400 Alexander Ave,Reedsburg,Sauk,WI,53959,43.529464,-90.025969,,1,1,0
18744,Vernon Elementary,8518 22nd Ave.,Kenosha,Kenosha,WI,53143,42.5503554,-87.8361299,,1,1,0
72188,The Sharing Center,25700 Wilmot Rd Hwy. C,Trevor,Kenosha,WI,53179,42.512998,-88.118245,"Food assistance sites, food banks, and food pantries",1,1,1
18531,Pierce County Food Pantry,167 West Main Street,Ellsworth,Pierce,WI,54011,44.731801,-92.478652,"Food assistance sites, food banks, and food pantries",1,0,1
17484,CAP Services Head Start,1640 W. River Dr,Stevens Point,Portage,WI,54481,44.51604149,-89.59109192,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
15046,Waukesha Public Schools - HAWTHORNE,1111 Maitland Drive,Waukesha,Waukesha,WI,53188,43.02618,-88.247356,"Schools (K-12, elementary, middle, and high)",1,1,0
18888,Green Bay Area Public School District,200 South Broadway,Green Bay,Brown,WI,54303,44.5150277,-88.0230242,"Schools (K-12, elementary, middle, and high)",1,1,1
15160,Boys and Girls Club,311 S. Oneida St.,Green Bay,Brown,WI,54303,44.520741,-88.0432243,"Other places people go to ""learn""",1,0,0
36999,YMCA Afterschool Program,235 N. Jefferson St.,Green Bay,Brown,WI,54302,44.5150542,-88.0125845,"Youth Organizations (e.g. Boys or Girls Clubs, YMCA)",1,0,0
15171,Casa Alba,314 S. Madison St.,Green Bay,Brown,WI,54301,44.510057,-88.01392143,Family resource centers,1,1,0
60494,Sojourner Family Peace Center,619 W Walnut,Milwaukee,Milwaukee,WI,53212,43.051849,-87.919324,Emergency shelters and temporary housing sites,1,0,0
71707,MPS Barton,5700 W Green Tree Rd,Milwaukee,Milwaukee,WI,53223,43.142215,-87.983225,"Schools (K-12, elementary, middle, and high)",1,1,0
74987,Woodlands School,3121 W State Street,Milwaukee,Milwaukee,WI,53208,43.042105,-87.954156,"Schools (K-12, elementary, middle, and high)",1,1,0
14722,Wafer Food Pantry,403 Causeway Blvd,La Crosse,La Crosse,WI,54603,43.82535,-91.250533,"Food assistance sites, food banks, and food pantries",1,1,0
44768,Hudson Backpack/Summer Food Program,1400 Carmichael Road,Hudson,St. Croix,WI,54016,44.985577,-92.717978,"Other places people go to ""shop"" for or otherwise access food to prepare and eat at home",1,1,0
69706,Lafayette County Aging & Disability Resource Center,15701 County Road K,Darlington,Lafayette,WI,53530,42.69112,-90.134781,Community organizations,1,0,0
17853,MPS Grant School,2920 West Grant Street,Milwaukee,Milwaukee,WI,53215,43.0058,-87.951015,"Schools (K-12, elementary, middle, and high)",1,1,0
14600,Aging & Disability Resource Center of Grant County,8820 Hwy 36 & 61 South,Lancaster,Grant,WI,53813,43.834304,-90.7099098,Congregate meal sites & other senior nutrition centers,1,0,0
44137,Aging & Disability Resource Center - Lafayette County,"15701 County Rd K, P.O.Box 71",Darlington,Lafayette,WI,53530,42.672516,-90.123012,"Other places people go to ""learn""",1,0,0
59310,Reach Green Dane County Parent Council,N3150 Hwy 81,Monroe,Green,WI,53566,42.645233,-89.694959,,1,0,0
71706,MPS Landcaster,4931 N 68th St,Milwaukee,Milwaukee,WI,53218,43.108322,-87.996757,"Schools (K-12, elementary, middle, and high)",1,1,0
18156,MPS Browning School,5440 N 64TH ST,Milwaukee,Milwaukee,WI,53218,43.11735,-87.990347,"Schools (K-12, elementary, middle, and high)",1,1,0
36061,Platteville Head Start,110 West Adams Street,Platteville,Grant,WI,53818,42.738127,-90.4779109,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
18717,Acelero Learning Cudahy North,5809 South Packard Avenue,Cudahy,Milwaukee,WI,53110,42.938307,-87.861395,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
47247,Acelero Head Start General Mitchell School,5950 S Illinois Ave,Cudahy,Milwaukee,WI,53110,42.936115,-87.873952,"Schools (K-12, elementary, middle, and high)",1,1,0
18713,Acelero Learning Cudahy South,5885 South Packard Avenue,Cudahy,Milwaukee,WI,53110,42.93773,-87.860779,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
43988,Lyndon Station Elementary School,201 Hoehn Drive,Lyndon Station,Juneau,WI,53944,43.70900047,-89.8995614,"Schools (K-12, elementary, middle, and high)",1,1,0
14666,Royall School District,1501 Academy Street,Elroy,Juneau,WI,53929,43.739942,-90.2729749,"Schools (K-12, elementary, middle, and high)",1,1,0
18245,New Lisbon School Distirct,500 S. Forest Street,New Lisbon,Juneau,WI,53950,43.8761743,-90.1699965,"Schools (K-12, elementary, middle, and high)",1,1,0
15450,Owen-Withee Elementary School,832 West 3rd Street,Owen,Clark,WI,54460,44.9511661,-90.5773409,"Schools (K-12, elementary, middle, and high)",1,1,0
15431,Greenwood Elementary School,700 East Division Street,Greenwood,Clark,WI,54437,44.767234,-90.589628,"Schools (K-12, elementary, middle, and high)",1,1,0
15426,Granton Elementary School,217 North Main Street,Granton,Clark,WI,54436,44.592434,-90.461868,"Schools (K-12, elementary, middle, and high)",1,1,0
59943,Aging and Disability Resource Center of Clark County,517 Court Street,Neillsville,Clark,WI,54456,44.560298,-90.594653,Congregate meal sites & other senior nutrition centers,1,0,0
75638,Thorp Senior Meal Site,116 N. Washington Street,Thorp,Clark,WI,54771,44.958213,-90.800479,Congregate meal sites & other senior nutrition centers,1,0,0
75640,iLead Charter School,800 Grayside Ave.,Mauston,Juneau,WI,53948,43.787885,-90.088612,"Schools (K-12, elementary, middle, and high)",1,1,0
14670,Necedah School District,1801 South Main Street,Necedah,Juneau,WI,54646,44.022728,-90.0696279,"Schools (K-12, elementary, middle, and high)",1,1,0
75666,West Side Elementary,708 Loomis Dr.,Mauston,Juneau,WI,53948,43.796458,-90.08714,"Schools (K-12, elementary, middle, and high)",1,1,0
75671,Grayside Elementary,510 Grayside Ave.,Mauston,Juneau,WI,53948,43.787985,-90.083855,"Schools (K-12, elementary, middle, and high)",1,1,0
27306,Jo's Daycare North,4801 W North Ave,Milwaukee,Milwaukee,WI,53208,43.060276,-87.973813,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
14567,Hayward Community School District,15930 W Fifth Street,Hayward,Sawyer,WI,54843,46.015575,-91.489787,"Schools (K-12, elementary, middle, and high)",1,1,1
14570,LCO Ojibwe School,8575 Round Lake Rd,Hayward,Sawyer,WI,54843,45.946502,-91.357264,"Schools (K-12, elementary, middle, and high)",1,1,0
14562,Winter School,6585 W Grove Street,Winter,Sawyer,WI,54896,45.819385,-91.01234,"Schools (K-12, elementary, middle, and high)",1,1,0
14379,Birchwood Public Schools,300 S Wilson,Birchwood,Washburn,WI,54817,45.654407,-91.553364,"Schools (K-12, elementary, middle, and high)",1,1,0
14391,Spooner Area School District,801 County Rd K,Spooner,Washburn,WI,54801,45.82245,-91.88934,"Schools (K-12, elementary, middle, and high)",1,1,0
14572,St. Francis Solanis Mission School,13885 W Mission St,Stone Lake,Sawyer,WI,54876,45.88903,-91.388157,"Schools (K-12, elementary, middle, and high)",1,1,0
60238,Country Lane Farmers Market,"1642 16th St.,",Barron,Barron,WI,54812,45.443715,-91.827179,Farmers markets,1,1,0
14644,Chequamegon School District,420 9th St. N,Park Falls,Price,WI,54552,45.9459585,-90.4546106,"Schools (K-12, elementary, middle, and high)",1,1,0
14650,Prentice School District,1025 Town,Prentice,Price,WI,54556,45.544392,-90.290837,"Schools (K-12, elementary, middle, and high)",1,1,0
14646,Family Forum Head Start,400 Turner,Phillips,Price,WI,54555,45.690386,-90.404848,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
14510,Boys & Girls Club of Eau Claire-Mary Markquart Center,1005 Oxford Ave,Eau Claire,Eau Claire,WI,54701,44.810346,-91.506686,Before and after-school programs,1,1,0
47494,Truax Head Start Center,623 Truax Blvd.,Eau Claire,Eau Claire,WI,54703,44.830463,-91.519313,"Schools (K-12, elementary, middle, and high)",1,1,0
18567,North River Fronts Park,815 Forest Ave.,Eau Claire,Eau Claire,WI,54703,45.047658,-92.133687,Gardens,1,1,0
70379,Altoona Early Learning Center,1312 N. Hillcrest Parkway,Altoona,Eau Claire,WI,54720,44.794976,-91.433076,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
