geoID,geoArea,belowPovTotal,unemploymentOver16Perc,householdMedianIncome,over25HSDiplomaPerc,popUnder18Total,popUnder18Perc,popOver65Total,popOver65Perc,popWithDisTotal,popWithDisPerc,langEngLessThanWellPerc,mobileHomeTotal,kitchenAccessPerc,noVehicleTotal,noVehiclePerc,popCorrectionalTotal,popJuvDetTotal,popNursingHomeTotal,popCollegeHousingTotal
1400000US55039040700,"Census Tract 407, Fond du Lac County, Wisconsin",662,1.7,64479,34,1432,27.1,678,678,549,10.4,1.3,7,100,47,47,0,0,0,0
1400000US55039040800,"Census Tract 408, Fond du Lac County, Wisconsin",488,7.9,48808,36.5,1238,28.3,408,408,462,10.6,2,0,100,111,111,0,0,0,0
1400000US55039040900,"Census Tract 409, Fond du Lac County, Wisconsin",200,5.5,51985,35.8,610,18.3,838,838,424,13.6,1.2,0,62.7,157,157,0,0,0,0
1400000US55039041000,"Census Tract 410, Fond du Lac County, Wisconsin",368,3.3,47544,36.3,652,21.4,640,640,445,14.6,2.1,0,100,124,124,22,0,43,0
1400000US55039041100,"Census Tract 411, Fond du Lac County, Wisconsin",699,2.7,60250,25.3,2206,22.7,1650,1650,919,9.5,3.3,30,97,252,252,74,0,0,0
1400000US55039041300,"Census Tract 413, Fond du Lac County, Wisconsin",934,2.8,52711,38.7,1581,23.5,1075,1075,794,11.8,3.1,0,100,162,162,0,0,0,3195
1400000US55039041400,"Census Tract 414, Fond du Lac County, Wisconsin",303,2.4,71250,39.7,1130,19.5,1132,1132,467,8.1,1.3,0,100,20,20,0,0,0,0
1400000US55039041500,"Census Tract 415, Fond du Lac County, Wisconsin",282,1.8,55781,36.4,675,20.7,719,719,536,16.5,2.3,0,91.5,243,243,0,0,299,0
1400000US55039041600,"Census Tract 416, Fond du Lac County, Wisconsin",656,3.4,46989,35.6,1215,20.8,1040,1040,611,10.6,1.5,0,90.4,105,105,0,0,84,0
1400000US55039041700,"Census Tract 417, Fond du Lac County, Wisconsin",188,3.8,70426,43.2,919,23.1,596,596,384,9.6,1.3,0,97.4,16,16,0,0,0,0
1400000US55039041800,"Census Tract 418, Fond du Lac County, Wisconsin",245,2.9,63292,37.6,1220,25.3,950,950,508,10.5,0.5,0,100,27,27,0,0,56,0
1400000US55039041900,"Census Tract 419, Fond du Lac County, Wisconsin",393,2.5,68714,38.1,1429,20.2,1273,1273,706,10,1,0,100,80,80,0,0,0,0
1400000US55039042000,"Census Tract 420, Fond du Lac County, Wisconsin",262,1.6,88214,32.1,1591,18,1613,1613,895,11.1,1.3,0,81.2,108,108,0,0,0,0
1400000US55039042100,"Census Tract 421, Fond du Lac County, Wisconsin",253,1.8,69965,38.4,919,19.2,1096,1096,360,7.6,0.4,8,93.6,60,60,0,0,0,64
1400000US55039042200,"Census Tract 422, Fond du Lac County, Wisconsin",290,2.8,69882,42.6,1351,22,1063,1063,619,10.1,0.5,27,97.2,74,74,0,0,173,0
1400000US55041950100,"Census Tract 9501, Forest County, Wisconsin",164,3.9,46029,37.8,230,17.1,352,352,217,16.2,0.3,10,98.6,18,18,0,0,48,0
1400000US55041950200,"Census Tract 9502, Forest County, Wisconsin",379,4.5,46071,37.7,462,18.9,573,573,381,16.2,0.7,59,100,25,25,0,0,0,0
1400000US55041950300,"Census Tract 9503, Forest County, Wisconsin",400,8.4,43259,36.8,557,21.7,508,508,485,19.5,1,118,98,79,79,0,0,0,0
1400000US55041950400,"Census Tract 9504, Forest County, Wisconsin",483,8.4,43333,41.4,563,21.1,596,596,431,16.5,0.3,50,99.3,67,67,0,0,59,0
1400000US55043960100,"Census Tract 9601, Grant County, Wisconsin",527,2.5,48856,39.9,1055,27.1,598,598,552,14.4,2.1,0,100,128,128,0,0,0,0
1400000US55043960200,"Census Tract 9602, Grant County, Wisconsin",326,2.8,44238,37.5,805,18.8,750,750,536,14.2,0.1,0,100,85,85,0,0,0,724
1400000US55043960300,"Census Tract 9603, Grant County, Wisconsin",561,4.3,53902,30.2,1108,25.8,670,670,481,11.3,3.9,0,95.1,100,100,0,0,0,0
1400000US55043960400,"Census Tract 9604, Grant County, Wisconsin",448,2.4,52262,40.1,804,24,643,643,405,12.1,2.2,0,100,37,37,0,0,0,0
1400000US55043960500,"Census Tract 9605, Grant County, Wisconsin",476,2.8,55517,44.5,763,21.9,700,700,362,10.4,2.5,0,98.9,71,71,0,0,68,0
1400000US55043960600,"Census Tract 9606, Grant County, Wisconsin",352,2.3,59063,38.9,1025,28,634,634,386,10.9,5.9,171,100,123,123,0,0,73,0
1400000US55043960700,"Census Tract 9607, Grant County, Wisconsin",426,1.6,53438,37,925,23.4,788,788,446,11.6,0.8,77,100,70,70,0,0,0,0
1400000US55043960800,"Census Tract 9608, Grant County, Wisconsin",215,2,60441,35.7,606,21.6,520,520,273,9.7,1.5,297,99,31,31,0,0,0,0
1400000US55043960900,"Census Tract 9609, Grant County, Wisconsin",1808,6.4,39926,32.7,828,16.4,584,584,490,9.7,1.2,12,95.4,176,176,0,0,0,0
1400000US55043961000,"Census Tract 9610, Grant County, Wisconsin",1263,2.8,49818,26.9,830,10,930,930,680,8.3,0.2,43,100,164,164,0,0,0,0
1400000US55043961100,"Census Tract 9611, Grant County, Wisconsin",297,2.7,56548,39.3,1056,23.1,809,809,524,11.7,0.5,1111,97,44,44,0,0,0,0
1400000US55043961200,"Census Tract 9612, Grant County, Wisconsin",436,2.6,64573,37.5,882,21.3,965,965,411,10.1,1,0,100,33,33,0,0,0,0
1400000US55045960100,"Census Tract 9601, Green County, Wisconsin",274,1.9,84058,31.2,1626,24.6,792,792,512,7.7,0.8,151,100,63,63,0,0,0,0
1400000US55045960200,"Census Tract 9602, Green County, Wisconsin",323,1.6,76632,28.8,1358,23.7,948,948,437,7.7,0.6,553,99.3,47,47,0,0,0,0
1400000US55045960300,"Census Tract 9603, Green County, Wisconsin",317,3.1,68664,38.4,1065,22,892,892,502,10.6,1.1,204,97.2,44,44,0,0,0,0
1400000US55045960400,"Census Tract 9604, Green County, Wisconsin",332,0.8,40785,35.8,668,16,1145,1145,754,18.6,2.1,0,96.2,236,236,0,0,0,0
1400000US55045960500,"Census Tract 9605, Green County, Wisconsin",553,4.4,46019,41,887,22.4,639,639,599,15.2,0.5,0,98.7,128,128,0,0,4,0
1400000US55045960600,"Census Tract 9606, Green County, Wisconsin",190,0.9,58827,37.8,907,26.9,530,530,418,12.4,4.2,0,94.6,15,15,0,0,0,0
1400000US55045960700,"Census Tract 9607, Green County, Wisconsin",344,2.4,61607,42.3,905,22.6,676,676,439,11,0.2,9,97.7,25,25,2,6,0,0
1400000US55045960800,"Census Tract 9608, Green County, Wisconsin",435,2.2,48944,38.4,901,21.7,846,846,700,16.9,2.5,0,100,58,58,0,0,177,0
1400000US55047100100,"Census Tract 1001, Green Lake County, Wisconsin",419,2.4,50635,39.8,795,24.3,552,552,397,12.3,3.5,0,98,105,105,17,8,0,0
1400000US55047100200,"Census Tract 1002, Green Lake County, Wisconsin",396,2.9,46136,39.4,641,22.7,612,612,429,15.4,1.4,0,93,182,182,0,0,0,0
1400000US55047100300,"Census Tract 1003, Green Lake County, Wisconsin",324,4.6,48125,46.1,655,21.8,661,661,421,14.1,0.6,0,100,44,44,0,0,0,0
1400000US55047100400,"Census Tract 1004, Green Lake County, Wisconsin",204,2.2,55603,30,404,15.4,710,710,342,13.2,0.2,0,100,29,29,13,5,0,0
1400000US55047100500,"Census Tract 1005, Green Lake County, Wisconsin",294,2.2,54386,39.5,735,24.2,697,697,408,13.5,5.9,23,91,100,100,670,0,0,0
1400000US55047100600,"Census Tract 1006, Green Lake County, Wisconsin",412,2.6,60650,43.4,1030,25.8,784,784,410,10.4,6.7,0,92.3,111,111,0,0,75,0
1400000US55049950100,"Census Tract 9501, Iowa County, Wisconsin",362,3,65694,32.6,786,20.8,663,663,441,11.7,0.5,16,98.9,50,50,0,0,0,2967
1400000US55049950200,"Census Tract 9502, Iowa County, Wisconsin",363,3.5,50733,36.5,713,22,531,531,460,14.2,1.1,0,100,78,78,0,0,0,0
1400000US55049950300,"Census Tract 9503, Iowa County, Wisconsin",295,3.7,58140,35.6,780,23.2,635,635,392,11.9,3.1,0,100,33,33,0,0,0,0
1400000US55049950400,"Census Tract 9504, Iowa County, Wisconsin",333,5.8,59063,40.1,1214,23.7,881,881,717,14.2,0.3,0,98,119,119,0,0,0,0
1400000US55049950500,"Census Tract 9505, Iowa County, Wisconsin",200,2.4,77574,34.2,1243,25.9,708,708,402,8.4,1,0,100,25,25,0,0,0,163
1400000US55049950600,"Census Tract 9506, Iowa County, Wisconsin",253,0.3,59750,29.7,737,22.3,670,670,455,13.9,0.3,0,92.2,64,64,0,0,7,0
1400000US55051180100,"Census Tract 1801, Iron County, Wisconsin",450,9,32552,34.5,431,17.9,596,596,434,18.9,0.1,30,100,135,135,0,0,0,0
1400000US55051180200,"Census Tract 1802, Iron County, Wisconsin",177,7.1,44531,35.1,191,13.5,356,356,262,18.5,0.5,0,95.3,14,14,11,0,128,3706
1400000US55051180300,"Census Tract 1803, Iron County, Wisconsin",195,5.3,48409,32,183,9.6,723,723,292,15.4,1.1,0,100,36,36,0,0,0,0
1400000US55051990000,"Census Tract 9900, Iron County, Wisconsin",0,-,-,-,0,-,0,0,0,-,-,0,-,0,0,0,0,107,0
1400000US55053960100,"Census Tract 9601, Jackson County, Wisconsin",479,8.6,48311,43.2,717,17.8,607,607,470,15,1.5,19,96.6,46,46,0,0,0,0
1400000US55053960200,"Census Tract 9602, Jackson County, Wisconsin",277,4,51557,35.7,768,22.1,773,773,591,17,7.2,0,100,33,33,0,0,0,0
1400000US55053960300,"Census Tract 9603, Jackson County, Wisconsin",423,3.9,58605,43.4,833,20.7,712,712,455,11.3,1.2,8,100,73,73,0,0,0,0
1400000US55053960400,"Census Tract 9604, Jackson County, Wisconsin",421,2.8,60919,38.8,1051,24.4,718,718,467,10.9,1.4,112,94,120,120,14,0,0,0
1400000US55053960500,"Census Tract 9605, Jackson County, Wisconsin",674,6.8,43897,38.4,1134,24.3,902,902,617,13.8,0.8,0,99.2,248,248,14,7,0,0
1400000US55055100100,"Census Tract 1001, Jefferson County, Wisconsin",907,3.1,60811,42,1508,24.1,1056,1056,830,13.3,1,281,100,57,57,1266,0,0,0
1400000US55055100200,"Census Tract 1002, Jefferson County, Wisconsin",557,2.9,39555,43.4,1026,29.5,341,341,357,10.3,0.7,0,88.8,162,162,0,6,0,0
1400000US55055100300,"Census Tract 1003, Jefferson County, Wisconsin",422,3.5,46574,38.8,1216,19.7,982,982,787,12.8,2.4,474,100,121,121,43,0,0,0
1400000US55055100400,"Census Tract 1004, Jefferson County, Wisconsin",276,4.3,75639,34.8,1273,21.1,986,986,422,7,3,16,99.8,117,117,0,0,0,7
1400000US55055100500,"Census Tract 1005, Jefferson County, Wisconsin",470,1.4,68184,23,1563,24.2,920,920,598,9.3,4.2,190,100,66,66,0,0,0,0
1400000US55055100601,"Census Tract 1006.01, Jefferson County, Wisconsin",87,6.6,95517,21.7,321,20.1,330,330,158,9.9,0.3,158,100,0,0,0,0,0,0
1400000US55055100602,"Census Tract 1006.02, Jefferson County, Wisconsin",97,2.6,80174,33.1,565,17.1,632,632,371,11.3,0.3,42,100,38,38,0,0,0,0
1400000US55055100700,"Census Tract 1007, Jefferson County, Wisconsin",225,1.3,78750,31.7,1098,23.7,637,637,380,8.2,2,46,100,29,29,0,0,154,0
1400000US55055100800,"Census Tract 1008, Jefferson County, Wisconsin",362,4.5,66250,40,908,21.3,729,729,572,13.4,0.2,68,98.2,41,41,0,0,0,0
1400000US55055100900,"Census Tract 1009, Jefferson County, Wisconsin",190,5.7,67025,35.3,638,16.8,732,732,428,11.3,0.6,5,96.5,21,21,0,0,12,0
1400000US55055101000,"Census Tract 1010, Jefferson County, Wisconsin",420,3.9,47350,38.6,899,23,760,760,635,16.3,2.6,24,97,120,120,0,0,0,0
1400000US55055101100,"Census Tract 1011, Jefferson County, Wisconsin",275,4.8,62893,34.2,986,21.4,615,615,574,13.2,3.7,12,100,28,28,0,0,0,516
1400000US55055101201,"Census Tract 1012.01, Jefferson County, Wisconsin",173,3,67500,37.4,345,16.4,418,418,214,10.2,0,102,100,18,18,0,0,49,0
1400000US55055101202,"Census Tract 1012.02, Jefferson County, Wisconsin",96,2.8,80139,26.9,361,23.5,271,271,128,8.3,0.1,54,100,0,0,0,0,195,0
1400000US55055101300,"Census Tract 1013, Jefferson County, Wisconsin",854,4.9,61164,27.7,1548,25.7,1020,1020,796,13.2,0.8,69,98,70,70,0,0,128,0
1400000US55055101400,"Census Tract 1014, Jefferson County, Wisconsin",563,1.5,49786,37.1,836,25.5,481,481,361,11,6.7,142,87.1,129,129,0,0,0,0
1400000US55055101500,"Census Tract 1015, Jefferson County, Wisconsin",316,4,48859,33.9,800,19.4,716,716,573,14.2,4.2,0,96.3,107,107,0,0,0,0
1400000US55055101600,"Census Tract 1016, Jefferson County, Wisconsin",592,6.6,61280,31.6,961,14.4,808,808,676,10.1,2.1,16,99.5,85,85,0,0,0,0
1400000US55055101701,"Census Tract 1017.01, Jefferson County, Wisconsin",113,3.3,79219,27.8,322,21.9,281,281,113,7.7,0.4,106,100,0,0,0,0,2,0
1400000US55055101702,"Census Tract 1017.02, Jefferson County, Wisconsin",287,2.1,78289,29.3,1197,24.4,755,755,335,6.8,0.3,0,100,30,30,0,0,129,0
1400000US55057100100,"Census Tract 1001, Juneau County, Wisconsin",387,3.4,51520,45.4,453,16.4,607,607,659,23.9,1.9,0,98.6,75,75,512,0,0,821
1400000US55057100200,"Census Tract 1002, Juneau County, Wisconsin",433,4.5,55945,39.9,799,22,708,708,568,16,0.5,0,98.8,48,48,0,0,28,0
1400000US55057100300,"Census Tract 1003, Juneau County, Wisconsin",824,4.1,50612,42.5,920,25.3,935,935,589,16.2,1,0,100,23,23,0,0,0,0
1400000US55057100400,"Census Tract 1004, Juneau County, Wisconsin",490,5.5,47772,40.8,809,17,788,788,616,16.7,1.3,89,97.3,62,62,540,0,598,0
1400000US55057100500,"Census Tract 1005, Juneau County, Wisconsin",587,2.2,46922,41.9,839,19.2,767,767,880,21.8,0.1,0,100,53,53,0,0,0,0
1400000US55057100600,"Census Tract 1006, Juneau County, Wisconsin",269,2.6,52250,46.1,658,20.3,683,683,495,15.6,0.8,138,100,64,64,0,0,0,0
1400000US55057100700,"Census Tract 1007, Juneau County, Wisconsin",571,3.9,53281,38,855,21.4,751,751,478,12,1.7,9,100,23,23,98,12,42,0
1400000US55059000100,"Census Tract 1, Kenosha County, Wisconsin",1312,9.1,50223,21.8,1430,24,487,487,550,9.3,3.9,7,100,201,201,0,0,0,0
1400000US55059000300,"Census Tract 3, Kenosha County, Wisconsin",806,11.2,36789,31.6,869,17.8,530,530,839,17.6,2,29,100,278,278,0,0,67,0
1400000US55059000400,"Census Tract 4, Kenosha County, Wisconsin",330,2.4,54938,39.1,735,21.8,532,532,464,13.8,0.8,16,90.9,81,81,0,0,0,0
1400000US55059000500,"Census Tract 5, Kenosha County, Wisconsin",568,5,53492,33.3,937,19,1283,1283,896,18.2,5.6,165,96.1,421,421,0,0,7,0
1400000US55059000601,"Census Tract 6.01, Kenosha County, Wisconsin",261,6.8,81176,25.7,1060,16.4,776,776,845,14.1,2.2,0,100,91,91,0,1,140,0
1400000US55059000602,"Census Tract 6.02, Kenosha County, Wisconsin",635,6.5,69352,27.1,1405,18.2,1158,1158,835,11.2,2.3,11,98.5,100,100,0,0,0,0
1400000US55059000700,"Census Tract 7, Kenosha County, Wisconsin",1573,7.7,49352,32.8,1973,35.7,459,459,544,9.9,13.7,34,97.9,311,311,0,0,0,0
1400000US55059000800,"Census Tract 8, Kenosha County, Wisconsin",786,8.2,39922,38.6,852,30.3,216,216,341,12.2,10.8,106,100,158,158,0,0,0,0
1400000US55059000900,"Census Tract 9, Kenosha County, Wisconsin",1080,9.2,34000,48,1124,29.4,341,341,498,13,8.4,64,100,210,210,0,0,0,0
1400000US55059001000,"Census Tract 10, Kenosha County, Wisconsin",346,11.1,31875,30.5,162,7.8,482,482,422,22.4,1.3,137,96.9,175,175,0,0,0,0
1400000US55059001100,"Census Tract 11, Kenosha County, Wisconsin",1313,11.4,24074,30.3,923,28.1,235,235,618,19.7,15,0,100,143,143,0,0,0,2383
1400000US55059001200,"Census Tract 12, Kenosha County, Wisconsin",1221,11.3,42900,29.1,1116,26.3,309,309,696,16.5,8.9,0,100,91,91,0,0,0,0
1400000US55059001300,"Census Tract 13, Kenosha County, Wisconsin",862,7.3,47988,37,1378,31.1,416,416,607,13.7,8.2,0,99.2,141,141,0,0,0,0
1400000US55059001400,"Census Tract 14, Kenosha County, Wisconsin",414,7.1,64036,27.3,1461,22.4,1104,1104,642,9.9,3.6,12,100,75,75,0,0,0,0
1400000US55059001500,"Census Tract 15, Kenosha County, Wisconsin",471,8.4,54832,40.7,884,24,293,293,537,14.6,4.5,105,98.8,96,96,0,0,0,0
1400000US55059001600,"Census Tract 16, Kenosha County, Wisconsin",878,7.3,37052,38.6,1106,33.2,170,170,440,13.7,5.7,0,100,91,91,0,3,0,0
1400000US55059001700,"Census Tract 17, Kenosha County, Wisconsin",640,7.4,52339,36.3,982,32.3,207,207,432,14.2,3.4,0,98.3,128,128,0,0,0,0
1400000US55059001800,"Census Tract 18, Kenosha County, Wisconsin",449,13.9,44750,23.9,490,23.1,248,248,363,17.1,6.4,0,100,93,93,0,0,0,0
1400000US55059001900,"Census Tract 19, Kenosha County, Wisconsin",388,5.7,76382,21.9,608,22.4,722,722,498,18.4,0.7,301,96.6,25,25,12,0,0,0
1400000US55059002000,"Census Tract 20, Kenosha County, Wisconsin",426,3.2,86855,25.8,1124,18.7,693,693,718,12,1.3,263,100,66,66,0,0,0,0
1400000US55059002100,"Census Tract 21, Kenosha County, Wisconsin",1281,8.6,42323,36.5,1146,22.3,876,876,644,12.8,3.6,220,100,214,214,0,0,0,0
1400000US55059002200,"Census Tract 22, Kenosha County, Wisconsin",588,8.2,60341,34.6,745,21.9,511,511,392,11.5,0.3,11,100,126,126,0,0,0,0
1400000US55059002300,"Census Tract 23, Kenosha County, Wisconsin",722,7.1,70779,36.5,1156,18.8,1440,1440,706,11.6,2.9,218,100,177,177,0,41,147,0
1400000US55059002400,"Census Tract 24, Kenosha County, Wisconsin",622,7.5,58546,27.6,1122,23.2,1030,1030,725,15,1.7,279,100,156,156,0,0,0,0
1400000US55059002500,"Census Tract 25, Kenosha County, Wisconsin",167,8.6,82042,24.5,598,17.4,425,425,260,7.6,2.2,265,100,26,26,0,0,0,0
1400000US55059002601,"Census Tract 26.01, Kenosha County, Wisconsin",495,5.3,102472,20.5,2910,31.6,651,651,644,7.1,5.1,240,100,70,70,0,0,106,0
1400000US55059002602,"Census Tract 26.02, Kenosha County, Wisconsin",529,3.9,80414,25.7,2299,24.5,1410,1410,894,9.7,6,294,100,95,95,0,4,92,0
1400000US55059002700,"Census Tract 27, Kenosha County, Wisconsin",247,5.3,81983,30.3,1542,24.7,1101,1101,607,9.7,3,314,100,33,33,0,0,0,1836
1400000US55059002800,"Census Tract 28, Kenosha County, Wisconsin",614,5.7,78352,39.7,1371,20.7,1018,1018,715,10.8,0.8,275,100,55,55,0,0,0,0
1400000US55059002903,"Census Tract 29.03, Kenosha County, Wisconsin",95,6.5,63470,28.9,754,24.4,342,342,280,9.1,1.1,37,100,34,34,0,0,0,0
1400000US55059002904,"Census Tract 29.04, Kenosha County, Wisconsin",534,5.7,56934,35,1169,21.3,619,619,646,11.8,0.5,0,100,71,71,0,0,117,0
1400000US55059002905,"Census Tract 29.05, Kenosha County, Wisconsin",314,4,76233,31.2,835,22,425,425,480,12.6,0.5,0,100,40,40,1,0,0,0
1400000US55059002906,"Census Tract 29.06, Kenosha County, Wisconsin",438,3.6,85714,30.6,1428,26.9,458,458,545,10.3,1.1,0,100,19,19,0,0,0,0
1400000US55059003001,"Census Tract 30.01, Kenosha County, Wisconsin",291,5.7,81202,35.2,893,20.5,568,568,575,13.2,0.9,0,97.4,23,23,0,0,0,0
1400000US55059003002,"Census Tract 30.02, Kenosha County, Wisconsin",612,7.9,68302,35.3,1130,22.8,745,745,580,11.7,2.6,0,95.7,70,70,0,0,0,0
1400000US55059990000,"Census Tract 9900, Kenosha County, Wisconsin",0,-,-,-,0,-,0,0,0,-,-,0,-,0,0,0,0,61,0
1400000US55061960100,"Census Tract 9601, Kewaunee County, Wisconsin",342,6.8,49181,37.6,655,21.1,780,780,645,21.1,0,57,88.7,150,150,0,0,0,0
1400000US55061960200,"Census Tract 9602, Kewaunee County, Wisconsin",248,2.4,61333,49.1,450,17.8,541,541,345,13.6,1.2,0,100,24,24,24,0,0,0
1400000US55061960400,"Census Tract 9604, Kewaunee County, Wisconsin",548,2.1,68824,40,2077,24.1,1404,1404,784,9.1,1.6,0,94.6,103,103,0,15,177,0
1400000US55061960500,"Census Tract 9605, Kewaunee County, Wisconsin",565,2.3,62523,39.7,1273,20.9,1204,1204,680,11.3,1.2,0,93.1,117,117,19,0,0,0
1400000US55061990000,"Census Tract 9900, Kewaunee County, Wisconsin",0,-,-,-,0,-,0,0,0,-,-,0,-,0,0,0,54,150,0
1400000US55063000100,"Census Tract 1, La Crosse County, Wisconsin",304,2.2,51023,31.6,735,15.9,627,627,731,15.9,1.9,0,100,201,201,0,0,6,0
1400000US55063000200,"Census Tract 2, La Crosse County, Wisconsin",1022,7.4,35756,34.3,1016,21.7,447,447,668,14.3,7.1,0,100,257,257,0,0,0,0
1400000US55063000300,"Census Tract 3, La Crosse County, Wisconsin",668,10.4,24792,28.6,232,9.9,231,231,470,24.4,2.4,0,100,240,240,0,0,0,0
1400000US55063000400,"Census Tract 4, La Crosse County, Wisconsin",4066,8.4,19955,21.9,202,3.1,254,254,576,8.9,8.9,0,100,245,245,0,0,113,0
1400000US55063000500,"Census Tract 5, La Crosse County, Wisconsin",1319,6.8,19965,20.8,79,1.7,150,150,278,6,2.7,0,100,108,108,0,0,0,0
1400000US55063000600,"Census Tract 6, La Crosse County, Wisconsin",425,1.8,69904,11.2,400,18.2,324,324,155,7,0.4,0,100,40,40,0,0,0,0
1400000US55063000700,"Census Tract 7, La Crosse County, Wisconsin",235,1.1,76474,13.2,870,19.3,913,913,330,7.3,2.3,0,100,33,33,0,0,0,0
1400000US55063000800,"Census Tract 8, La Crosse County, Wisconsin",718,7,63097,18.9,720,20.7,280,280,252,7.2,3.5,11,96.6,68,68,0,0,0,1007
1400000US55063000900,"Census Tract 9, La Crosse County, Wisconsin",512,4.6,37260,34.1,411,11.9,663,663,602,18.3,4.8,0,94.6,292,292,0,0,442,0
1400000US55063001000,"Census Tract 10, La Crosse County, Wisconsin",690,5,50000,24.4,974,25.3,489,489,466,12.4,2.9,0,96.4,87,87,0,0,0,0
1400000US55063001101,"Census Tract 11.01, La Crosse County, Wisconsin",138,0.9,54324,27.9,357,17.8,306,306,265,13.2,2.3,10,100,51,51,0,0,0,0
1400000US55063001102,"Census Tract 11.02, La Crosse County, Wisconsin",423,3.5,42500,21.9,429,10.8,967,967,793,20.7,3.8,0,90.6,223,223,795,7,0,0
1400000US55063001200,"Census Tract 12, La Crosse County, Wisconsin",342,4.5,58500,29.2,760,18.7,834,834,487,12,3,0,100,53,53,0,0,0,0
1400000US55063010101,"Census Tract 101.01, La Crosse County, Wisconsin",434,3.5,64710,31.4,1318,23.6,854,854,554,9.9,1.1,0,94.2,64,64,0,0,0,18
1400000US55063010102,"Census Tract 101.02, La Crosse County, Wisconsin",284,0.5,55578,30.9,1133,23.6,992,992,523,11.4,2.9,5,98.5,40,40,0,0,99,0
1400000US55063010201,"Census Tract 102.01, La Crosse County, Wisconsin",533,3.4,83636,26.6,3011,29.2,1332,1332,1129,11,2.3,5,97.7,125,125,0,0,0,0
1400000US55063010202,"Census Tract 102.02, La Crosse County, Wisconsin",147,5.8,86659,24.1,2094,31.2,702,702,636,9.5,3,13,100,81,81,0,0,6,0
1400000US55063010203,"Census Tract 102.03, La Crosse County, Wisconsin",88,2.8,80804,29.1,508,23.4,309,309,317,14.6,2.1,9,100,7,7,0,0,0,0
1400000US55063010300,"Census Tract 103, La Crosse County, Wisconsin",320,4.1,61373,28,653,14.4,919,919,567,12.5,0,83,100,77,77,0,0,0,0
1400000US55063010401,"Census Tract 104.01, La Crosse County, Wisconsin",150,0.1,91913,12.9,1410,25.4,892,892,208,3.7,2.8,227,100,5,5,0,0,0,0
1400000US55063010402,"Census Tract 104.02, La Crosse County, Wisconsin",610,2.9,56378,24.6,2212,23.2,1646,1646,1134,11.9,6,0,100,121,121,0,0,0,30
1400000US55063010500,"Census Tract 105, La Crosse County, Wisconsin",442,4.9,53825,24.2,1339,22.5,1379,1379,828,14.1,1.8,149,93.3,136,136,0,0,56,0
1400000US55063010600,"Census Tract 106, La Crosse County, Wisconsin",289,3.4,81205,21.4,796,22.9,550,550,305,8.8,2,367,100,30,30,0,0,0,0
1400000US55063010700,"Census Tract 107, La Crosse County, Wisconsin",353,1.4,55966,22.9,1245,22,1492,1492,685,12.5,0.9,106,97.1,128,128,0,0,0,0
1400000US55063010800,"Census Tract 108, La Crosse County, Wisconsin",362,2.3,72446,36.4,736,22.6,557,557,386,11.9,2.2,38,100,25,25,10,0,0,0
1400000US55065970100,"Census Tract 9701, Lafayette County, Wisconsin",352,4.6,56920,40.7,726,24.6,511,511,333,11.3,2.6,94,100,55,55,0,0,47,0
1400000US55065970200,"Census Tract 9702, Lafayette County, Wisconsin",442,2.1,55625,34.3,1028,26.6,707,707,521,13.8,2.7,58,100,101,101,0,0,0,0
1400000US55065970300,"Census Tract 9703, Lafayette County, Wisconsin",332,1.3,66667,36.5,1003,27.5,554,554,263,7.2,4.5,134,100,59,59,0,0,0,0
1400000US55065970400,"Census Tract 9704, Lafayette County, Wisconsin",285,1.9,53333,39.9,717,22.9,581,581,497,15.8,1.5,93,94.9,73,73,0,0,0,0
1400000US55065970500,"Census Tract 9705, Lafayette County, Wisconsin",371,1.2,62667,44.1,664,21.2,588,588,384,12.3,1.7,0,100,59,59,0,0,0,0
1400000US55067960100,"Census Tract 9601, Langlade County, Wisconsin",264,8.1,50565,42.5,344,13.3,857,857,560,21.6,0,150,100,33,33,0,0,43,0
1400000US55067960300,"Census Tract 9603, Langlade County, Wisconsin",211,4.4,58958,49.9,415,16.1,557,557,369,14.4,0.2,66,100,18,18,0,0,0,0
1400000US55067960400,"Census Tract 9604, Langlade County, Wisconsin",366,3.6,65564,39.6,851,22.2,727,727,528,13.8,0.5,147,100,21,21,0,0,0,0
1400000US55067960500,"Census Tract 9605, Langlade County, Wisconsin",277,5.7,42745,43.4,228,13,536,536,361,20.7,0.1,198,98.1,29,29,0,0,0,0
1400000US55067960600,"Census Tract 9606, Langlade County, Wisconsin",826,11.5,38427,39.5,1169,24.6,719,719,849,18.3,2.6,314,76.4,160,160,0,0,0,0
1400000US55067960700,"Census Tract 9607, Langlade County, Wisconsin",699,8.1,39543,43.2,711,19.4,957,957,673,18.8,0.8,72,92.4,259,259,274,53,297,0
1400000US55069960100,"Census Tract 9601, Lincoln County, Wisconsin",152,6.7,59338,36.1,291,12.7,618,618,352,15.3,1.3,27,100,30,30,0,0,0,0
1400000US55069960200,"Census Tract 9602, Lincoln County, Wisconsin",349,5.4,38692,31.2,498,19.8,499,499,325,13.5,0,216,95.6,133,133,126,0,0,0
1400000US55069960300,"Census Tract 9603, Lincoln County, Wisconsin",110,3.5,57935,39.1,236,13.2,555,555,277,15.5,0,0,92.8,7,7,0,0,0,0
1400000US55069960400,"Census Tract 9604, Lincoln County, Wisconsin",94,3,60592,40.8,266,15.8,409,409,245,14.5,0.2,222,100,11,11,0,0,13,0
